"[datetime.datetime(2020, 12, 10, 14, 35, 44, 985119)]",['IDL001'],[True],[923.0]
"[datetime.datetime(2020, 12, 10, 14, 43, 35, 424652)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[933.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 35, 440602)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[940.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 35, 936039)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[940.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 35, 983874)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[942.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 36, 303439)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[942.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 36, 431290)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[942.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 36, 495203)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[985.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 36, 830679)]","['IDL001', 'IDT002', 'IDT001']","[False, False, True]","[985.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 36, 942540)]","['IDL001', 'IDT002', 'IDT001']","[False, True, True]","[985.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 37, 6793)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[941.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 37, 374014)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[941.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 37, 453844)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[941.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 37, 517827)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[967.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 37, 901316)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[967.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 37, 965121)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[967.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 38, 29084)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[933.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 38, 428704)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[933.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 38, 460560)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[933.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 38, 524759)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[963.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 38, 973082)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[963.0, 23.7, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 39, 52280)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[999.0, 23.7, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 39, 483339)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[999.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 39, 562953)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[943.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 39, 979173)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[943.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 40, 75154)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[963.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 40, 490729)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[963.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 40, 586546)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[966.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 41, 1523)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[966.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 41, 96972)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[964.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 41, 496683)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[964.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 41, 608208)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[927.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 42, 7990)]","['IDL001', 'IDT002', 'IDT001']","[False, True, False]","[927.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 42, 120233)]","['IDL001', 'IDT002', 'IDT001']","[True, True, False]","[943.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 42, 519425)]","['IDL001', 'IDT002', 'IDT001']","[True, True, False]","[943.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 42, 615613)]","['IDL001', 'IDT002', 'IDT001']","[True, True, False]","[929.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 43, 15315)]","['IDL001', 'IDT002', 'IDT001']","[True, True, False]","[929.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 43, 126407)]","['IDL001', 'IDT002', 'IDT001']","[True, True, False]","[962.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 43, 526614)]","['IDL001', 'IDT002', 'IDT001']","[True, True, False]","[962.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 43, 638528)]","['IDL001', 'IDT002', 'IDT001']","[True, True, False]","[934.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 44, 37646)]","['IDL001', 'IDT002', 'IDT001']","[True, True, False]","[934.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 44, 149246)]","['IDL001', 'IDT002', 'IDT001']","[True, True, False]","[994.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 44, 533158)]","['IDL001', 'IDT002', 'IDT001']","[True, True, False]","[994.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 44, 660948)]","['IDL001', 'IDT002', 'IDT001']","[True, True, False]","[929.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 44, 804523)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[929.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 45, 44602)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[929.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 45, 172551)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[960.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 45, 556080)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[960.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 45, 683900)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[956.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 46, 51454)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[956.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 46, 194896)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[927.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 46, 563200)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[927.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 46, 690654)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[999.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 47, 74461)]","['IDL001', 'IDT002', 'IDT001']","[False, True, False]","[999.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 47, 202340)]","['IDL001', 'IDT002', 'IDT001']","[True, True, False]","[952.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 47, 569879)]","['IDL001', 'IDT002', 'IDT001']","[True, True, False]","[952.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 47, 713645)]","['IDL001', 'IDT002', 'IDT001']","[True, True, False]","[933.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 48, 81217)]","['IDL001', 'IDT002', 'IDT001']","[True, True, False]","[933.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 48, 225112)]","['IDL001', 'IDT002', 'IDT001']","[True, True, False]","[936.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 48, 512746)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[936.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 48, 592373)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[936.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 48, 736197)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[967.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 49, 40145)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[967.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 49, 87418)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[967.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 49, 247598)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[961.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 49, 582967)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[961.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 49, 599446)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[961.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 49, 759183)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[931.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 50, 94293)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[931.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 50, 125808)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[931.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 50, 141916)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[931.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 50, 253371)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[967.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 50, 621333)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[967.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 50, 637114)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[967.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 50, 764896)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[963.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 51, 132122)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[963.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 51, 164342)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[963.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 51, 276084)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[958.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 51, 627937)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[958.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 51, 691835)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[958.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 52, 139914)]","['IDL001', 'IDT002', 'IDT001']","[False, True, False]","[958.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 52, 219495)]","['IDL001', 'IDT002', 'IDT001']","[False, True, True]","[958.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 52, 650540)]","['IDL001', 'IDT002', 'IDT001']","[False, True, True]","[958.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 52, 746092)]","['IDL001', 'IDT002', 'IDT001']","[False, True, True]","[958.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 52, 874597)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[968.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 53, 161847)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[968.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 53, 258020)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[968.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 53, 401570)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[931.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 53, 673826)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[931.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 53, 769314)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[931.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 53, 944982)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[941.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 54, 184354)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[941.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 54, 311915)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[941.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 54, 456104)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[977.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 54, 679804)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[977.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 54, 807751)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[977.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 54, 967171)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[963.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 55, 191346)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[963.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 55, 319643)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[963.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 55, 478846)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[927.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 55, 703028)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[927.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 55, 814557)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[927.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 55, 974427)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[930.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 56, 214339)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[930.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 56, 341712)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[930.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 56, 501974)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[937.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 56, 725549)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[937.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 56, 868657)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[937.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 57, 44460)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[939.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 57, 220515)]","['IDL001', 'IDT002', 'IDT001']","[False, True, False]","[939.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 57, 396238)]","['IDL001', 'IDT002', 'IDT001']","[False, True, True]","[939.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 57, 572154)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[996.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 57, 731915)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[996.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 57, 907598)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[996.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 58, 115494)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[940.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 58, 243499)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[940.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 58, 434410)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[940.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 58, 658556)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[968.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 58, 737935)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[968.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 58, 946082)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[968.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 59, 186143)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[936.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 59, 249624)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[936.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 59, 473416)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[936.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 59, 697040)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[966.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 59, 760802)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[966.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 59, 984323)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[966.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 44, 0, 240823)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[968.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 44, 0, 256263)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[968.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 44, 0, 511766)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[968.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 44, 0, 767979)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[975.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 44, 0, 783961)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[975.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 44, 0, 799896)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[975.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 44, 1, 39775)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[975.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 44, 1, 279496)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[975.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 44, 1, 295122)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[925.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 44, 1, 567142)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[925.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 44, 1, 790679)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[925.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 44, 1, 806817)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[968.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 44, 2, 93560)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[968.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 44, 2, 302017)]","['IDL001', 'IDT002', 'IDT001']","[False, True, False]","[968.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 44, 2, 349430)]","['IDL001', 'IDT002', 'IDT001']","[True, True, False]","[964.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 44, 2, 636660)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[964.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 44, 2, 796337)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[964.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 44, 2, 860395)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[927.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 44, 3, 164057)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[927.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 44, 3, 307916)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[927.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 44, 3, 371857)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[966.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 44, 3, 691214)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[966.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 44, 3, 819078)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[966.0, 23.7, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 44, 3, 883110)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[964.0, 23.7, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 44, 4, 218549)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[964.0, 23.7, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 44, 4, 314219)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[964.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 44, 4, 410035)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[971.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 44, 4, 745810)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[971.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 44, 4, 825687)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[971.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 44, 4, 937581)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[954.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 44, 5, 273290)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[954.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 44, 5, 337362)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[954.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 44, 5, 464978)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[927.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 44, 5, 832611)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[927.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 44, 5, 976272)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[965.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 44, 6, 343951)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[965.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 44, 6, 487722)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[964.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 44, 6, 855417)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[964.0, 23.8, 23.53]"
