"[datetime.datetime(2020, 12, 10, 14, 35, 44, 985119)]",['IDL001'],[True],[923.0]
"[datetime.datetime(2020, 12, 10, 14, 43, 2, 699228)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[929.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 3, 98879)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[969.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 3, 194715)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[969.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 3, 210665)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[969.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 3, 610321)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[966.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 3, 690247)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[966.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 3, 738071)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[966.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 4, 121488)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[952.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 4, 217363)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[952.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 4, 281706)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[952.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 4, 632844)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[930.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 4, 728690)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[930.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 5, 128314)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[996.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 5, 240398)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[996.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 5, 336055)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[996.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 5, 671782)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[927.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 5, 751699)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[927.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 5, 863480)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[927.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 6, 183080)]","['IDL001', 'IDT002', 'IDT001']","[True, False, False]","[926.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 6, 262946)]","['IDL001', 'IDT002', 'IDT001']","[True, True, False]","[926.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 6, 390958)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[926.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 6, 710502)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[962.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 6, 774292)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[962.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 6, 917901)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[962.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 7, 205732)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[927.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 7, 285598)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[927.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 7, 445688)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[927.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 7, 749190)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[936.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 7, 781105)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[936.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 7, 988908)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[936.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 8, 292538)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[965.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 8, 308373)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[965.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 8, 820022)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[942.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 8, 835704)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[942.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 8, 851966)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[942.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 8, 867811)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[942.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 8, 899845)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[942.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 9, 43485)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[942.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 9, 347071)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[958.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 9, 362994)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[958.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 9, 570789)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[958.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 9, 858557)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[963.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 9, 890446)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[963.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 10, 98223)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[963.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 10, 401703)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[961.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 10, 417536)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[961.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 10, 625535)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[961.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 10, 896985)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[928.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 10, 929040)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[928.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 11, 424275)]","['IDL001', 'IDT002', 'IDT001']","[True, False, False]","[966.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 11, 440154)]","['IDL001', 'IDT002', 'IDT001']","[True, True, False]","[966.0, 23.7, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 11, 935301)]","['IDL001', 'IDT002', 'IDT001']","[True, True, False]","[964.0, 23.7, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 11, 951286)]","['IDL001', 'IDT002', 'IDT001']","[True, True, False]","[964.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 12, 462465)]","['IDL001', 'IDT002', 'IDT001']","[True, True, False]","[964.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 12, 478693)]","['IDL001', 'IDT002', 'IDT001']","[True, True, False]","[931.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 12, 974291)]","['IDL001', 'IDT002', 'IDT001']","[True, True, False]","[931.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 13, 5924)]","['IDL001', 'IDT002', 'IDT001']","[True, True, False]","[940.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 13, 469478)]","['IDL001', 'IDT002', 'IDT001']","[True, True, False]","[940.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 13, 517622)]","['IDL001', 'IDT002', 'IDT001']","[True, True, False]","[935.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 13, 980966)]","['IDL001', 'IDT002', 'IDT001']","[True, True, False]","[935.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 14, 33656)]","['IDL001', 'IDT002', 'IDT001']","[True, True, False]","[939.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 14, 348423)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[939.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 14, 492279)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[939.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 14, 572024)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[935.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 15, 3441)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[935.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 15, 83348)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[926.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 15, 514660)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[926.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 15, 610512)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[968.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 16, 9921)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[968.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 16, 153710)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[969.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 16, 521301)]","['IDL001', 'IDT002', 'IDT001']","[False, True, False]","[969.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 17, 32541)]","['IDL001', 'IDT002', 'IDT001']","[False, True, False]","[969.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 17, 224100)]","['IDL001', 'IDT002', 'IDT001']","[True, True, False]","[948.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 17, 543780)]","['IDL001', 'IDT002', 'IDT001']","[True, True, False]","[948.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 17, 783323)]","['IDL001', 'IDT002', 'IDT001']","[True, True, False]","[922.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 18, 54903)]","['IDL001', 'IDT002', 'IDT001']","[True, True, False]","[922.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 18, 310605)]","['IDL001', 'IDT002', 'IDT001']","[True, True, False]","[985.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 18, 566223)]","['IDL001', 'IDT002', 'IDT001']","[True, True, False]","[985.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 18, 582250)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[985.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 18, 822119)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[935.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 19, 77520)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[935.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 19, 93359)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[935.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 19, 333226)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[972.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 19, 572887)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[972.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 19, 604830)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[972.0, 23.8, 23.44]"
"[datetime.datetime(2020, 12, 10, 14, 43, 19, 844515)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[995.0, 23.8, 23.44]"
"[datetime.datetime(2020, 12, 10, 14, 43, 20, 84304)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[995.0, 23.8, 23.44]"
"[datetime.datetime(2020, 12, 10, 14, 43, 20, 148236)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[995.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 20, 595782)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[995.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 20, 643772)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[995.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 21, 123140)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[995.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 21, 203097)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[995.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 21, 426726)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[930.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 21, 618527)]","['IDL001', 'IDT002', 'IDT001']","[False, True, False]","[930.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 21, 698343)]","['IDL001', 'IDT002', 'IDT001']","[False, True, True]","[930.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 21, 922241)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[968.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 22, 129802)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[968.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 22, 209657)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[968.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 22, 433419)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[931.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 22, 641255)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[931.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 22, 704898)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[931.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 22, 960884)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[915.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 23, 152538)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[915.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 23, 216566)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[915.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 23, 488332)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[970.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 23, 663862)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[970.0, 23.7, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 23, 760012)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[970.0, 23.7, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 24, 31670)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[936.0, 23.7, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 24, 159495)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[936.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 24, 271239)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[936.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 24, 591052)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[928.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 24, 670818)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[928.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 24, 782645)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[928.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 25, 102193)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[977.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 25, 181833)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[977.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 25, 278332)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[977.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 25, 613701)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[977.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 25, 709377)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[977.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 25, 821303)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[977.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 26, 125082)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[974.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 26, 220833)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[974.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 26, 316693)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[974.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 26, 637040)]","['IDL001', 'IDT002', 'IDT001']","[True, False, False]","[941.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 26, 732493)]","['IDL001', 'IDT002', 'IDT001']","[True, True, False]","[941.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 26, 828017)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[941.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 27, 148161)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[995.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 27, 228346)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[995.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 27, 355968)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[995.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 27, 643946)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[927.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 27, 739124)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[927.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 27, 882468)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[927.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 28, 154958)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[934.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 28, 282689)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[934.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 28, 410246)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[934.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 28, 696757)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[930.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 28, 776646)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[930.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 28, 920448)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[930.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 29, 240264)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[1001.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 29, 288066)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[1001.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 29, 751581)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[964.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 29, 799360)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[964.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 29, 975365)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[964.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 30, 278861)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[964.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 30, 310805)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[964.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 30, 502678)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[964.0, 23.8, 23.44]"
"[datetime.datetime(2020, 12, 10, 14, 43, 30, 790398)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[925.0, 23.8, 23.44]"
"[datetime.datetime(2020, 12, 10, 14, 43, 30, 822386)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[925.0, 23.7, 23.44]"
"[datetime.datetime(2020, 12, 10, 14, 43, 31, 14071)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[925.0, 23.7, 23.44]"
"[datetime.datetime(2020, 12, 10, 14, 43, 31, 301661)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[967.0, 23.7, 23.44]"
"[datetime.datetime(2020, 12, 10, 14, 43, 31, 333639)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[967.0, 23.8, 23.44]"
"[datetime.datetime(2020, 12, 10, 14, 43, 31, 541694)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[967.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 31, 813101)]","['IDL001', 'IDT002', 'IDT001']","[True, False, False]","[937.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 31, 828878)]","['IDL001', 'IDT002', 'IDT001']","[True, True, False]","[937.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 32, 68671)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[937.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 32, 324347)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[940.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 32, 340389)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[940.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 32, 595884)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[940.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 32, 835635)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[928.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 32, 851515)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[928.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 33, 139216)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[928.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 33, 347011)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[1001.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 33, 362709)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[1001.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 33, 650624)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[1001.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 33, 858325)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[958.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 33, 874267)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[958.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 34, 178183)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[958.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 34, 369880)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[954.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 34, 401843)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[954.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 34, 705460)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[954.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 34, 913187)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[933.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 34, 929268)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[933.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 34, 945157)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[933.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 34, 977126)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[933.0, 23.8, 23.53]"
"[datetime.datetime(2020, 12, 10, 14, 43, 34, 993168)]","['IDL001', 'IDT002', 'IDT001']","[True, True, True]","[933.0, 23.8, 23.53]"
